종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
051490,나라엠앤디,"4,040","25","0.62","4,040","4,030","6,414","25,851,630","4,010","4,055","4,005","500",원(KRW),"14,200,000","57,368,000,000",
007460,나라케이아이씨,"2,530","70","2.85","2,535","2,530","155,551","392,629,890","2,470","2,570","2,435","500",원(KRW),"16,926,996","42,825,299,880",
190510,나무가,"38,000","-400","1.04","38,000","37,950","15,818","600,442,900","38,150","38,500","37,650","500",원(KRW),"3,387,304","128,717,552,000",
167380,나무기술,"13,000","30","0.00","0","12,600","0","0","0","0","0","500",원(KRW),"2,312,300","30,059,900,000",
089600,나스미디어,"47,800","-100","0.21","48,000","47,800","52,795","2,528,346,450","48,650","48,650","46,800","500",원(KRW),"8,754,691","418,474,229,800",
138610,나이벡,"8,220","10","0.12","8,240","8,220","13,188","107,016,350","8,080","8,280","8,000","500",원(KRW),"5,459,798","44,879,539,560",
130580,나이스디앤비,"6,330","-50","0.78","6,440","6,330","118,984","764,814,030","6,400","6,500","6,330","500",원(KRW),"15,400,000","97,482,000,000",
036800,나이스정보통신,"27,150","-50","0.18","27,200","27,150","6,474","175,383,100","27,000","27,250","26,700","500",원(KRW),"10,000,000","271,500,000,000",
001260,남광토건,"8,100","70","0.87","8,130","8,100","138,531","1,134,537,680","8,030","8,330","7,960","5,000",원(KRW),"9,796,455","79,351,285,500",
008350,남선알미늄,"1,235","5","0.41","1,240","1,235","186,800","230,881,380","1,230","1,245","1,230","500",원(KRW),"110,179,090","136,071,176,150",
008355,남선알미우,"8,660","120","1.41","8,670","8,650","2,004","17,087,950","8,520","8,700","8,400","500",원(KRW),"307,890","2,666,327,400",
004270,남성,"2,095","-20","0.95","2,100","2,095","111,383","233,156,780","2,085","2,120","2,080","500",원(KRW),"36,212,160","75,864,475,200",
003920,남양유업,"890,000","6,000","0.68","890,000","885,000","1,231","1,090,530,000","872,000","890,000","872,000","5,000",원(KRW),"720,000","640,800,000,000",
003925,남양유업우,"265,000","3,500","1.34","265,000","262,500","46","12,073,000","263,500","265,000","261,500","5,000",원(KRW),"166,662","44,165,430,000",
002070,남영비비안,"8,530","-40","0.47","8,560","8,520","1,273","10,841,950","8,570","8,600","8,480","1,000",원(KRW),"6,867,945","58,583,570,850",
025860,남해화학,"9,780","350","3.71","9,780","9,750","235,602","2,278,530,510","9,400","9,790","9,400","1,000",원(KRW),"49,678,843","485,859,084,540",
091590,남화토건,"6,040","30","0.50","6,070","6,040","63,249","382,984,620","6,000","6,140","6,000","500",원(KRW),"11,740,000","70,909,600,000",
168330,내츄럴엔도텍,"13,700","200","1.48","13,700","13,650","61,186","835,239,200","13,500","13,800","13,500","500",원(KRW),"19,476,432","266,827,118,400",
072770,네오디안테크놀로지,"1,365","5","0.37","1,370","1,365","85,817","117,230,720","1,370","1,380","1,355","500",원(KRW),"30,309,683","41,372,717,295",
212560,네오오토,"7,720","290","3.90","7,730","7,720","169,678","1,308,999,780","7,450","7,860","7,450","500",원(KRW),"7,874,963","60,794,714,360",
095660,네오위즈,"14,150","2,000","16.46","14,150","14,100","3,678,002","50,650,194,150","12,900","14,400","12,850","500",원(KRW),"21,915,008","310,097,363,200",
042420,네오위즈홀딩스,"17,150","1,450","9.24","17,150","17,100","286,693","4,832,606,600","16,000","17,550","16,000","500",원(KRW),"8,856,866","151,895,251,900",
085910,네오티스,"5,190","30","0.00","5,190","5,170","30,699","158,788,080","5,180","5,210","5,160","500",원(KRW),"11,013,678","57,160,988,820",
092730,네오팜,"27,900","1,000","3.72","27,950","27,900","45,822","1,261,286,000","26,500","27,950","26,500","500",원(KRW),"7,461,237","208,168,512,300",
101400,네오피델리티,"3,260","55","1.72","3,265","3,260","15,569","50,455,585","3,200","3,290","3,200","500",원(KRW),"13,892,554","45,289,726,040",
153460,네이블,"6,790","60","0.89","6,790","6,780","3,481","23,649,080","6,700","6,860","6,700","500",원(KRW),"6,530,014","44,338,795,060",
007390,네이처셀,"4,890","60","1.24","4,900","4,890","163,169","794,585,295","4,790","4,915","4,790","500",원(KRW),"50,809,351","248,457,726,390",
086220,네추럴FNP,"3,095","-135","4.18","3,095","2,800","332","1,028,895","3,100","3,100","2,800","500",원(KRW),"8,607,150","26,639,129,250",
033640,네패스,"10,100","390","4.02","10,100","10,050","371,410","3,716,164,930","9,690","10,150","9,680","500",원(KRW),"21,825,174","220,434,257,400",
087730,네패스신소재,"8,130","20","0.25","8,130","8,110","946","7,717,200","8,110","8,190","8,110","500",원(KRW),"2,860,000","23,251,800,000",
005720,넥센,"8,260","-20","0.24","8,260","8,230","16,626","137,090,480","8,280","8,290","8,220","500",원(KRW),"50,880,170","420,270,204,200",
005725,넥센우,"6,100","-20","0.33","6,100","5,990","2,121","12,822,600","6,200","6,200","6,000","500",원(KRW),"3,600,600","21,963,660,000",
002350,넥센타이어,"13,900","50","0.36","13,900","13,800","146,250","2,024,679,900","13,650","13,950","13,650","500",원(KRW),"96,415,877","1,340,180,690,300",
002355,넥센타이어1우B,"5,980","-10","0.17","5,970","5,910","146","870,460","5,980","5,990","5,890","500",원(KRW),"6,500,000","38,870,000,000",
073070,넥센테크,"5,840","10","0.17","5,840","5,830","307,470","1,811,172,890","5,850","6,040","5,750","500",원(KRW),"14,500,000","84,680,000,000",
089140,넥스턴,"23,250","350","1.53","23,350","23,250","63,210","1,476,648,950","22,750","23,700","22,700","500",원(KRW),"11,846,520","275,431,590,000",
065170,넥스트BT,"2,110","50","2.43","2,110","2,105","256,977","532,295,810","2,060","2,110","2,035","500",원(KRW),"39,742,341","83,856,339,510",
139670,넥스트리밍,"4,575","95","2.12","4,575","4,570","13,122","58,956,940","4,480","4,590","4,460","500",원(KRW),"7,016,911","32,102,367,825",
051980,넥스트바이오홀딩스,"1,140","-65","5.39","1,145","1,140","624,433","721,487,170","1,215","1,215","1,120","500",원(KRW),"19,593,770","22,336,897,800",
137940,넥스트아이,"20,250","30","0.00","20,250","20,200","4,528","91,150,000","20,500","20,900","19,850","500",원(KRW),"13,696,119","277,346,409,750",
092600,넥스트칩,"11,300","50","0.44","11,300","11,250","364,990","4,034,517,100","10,950","11,350","10,850","500",원(KRW),"13,447,500","151,956,750,000",
041140,넥슨지티,"8,040","180","2.29","8,040","7,980","93,168","746,089,000","7,810","8,090","7,810","500",원(KRW),"35,373,322","284,401,508,880",
217270,넵튠,"1,800","30","0.00","0","0","0","0","0","0","0","100",원(KRW),"94,742,014","170,535,625,200",
090350,노루페인트,"8,150","40","0.49","8,150","8,140","13,112","107,157,410","8,110","8,210","8,110","500",원(KRW),"20,000,000","163,000,000,000",
090355,노루페인트우,"8,250","-10","0.12","8,250","8,190","76","625,370","8,240","8,250","8,160","500",원(KRW),"463,126","3,820,789,500",
000320,노루홀딩스,"14,750","-250","1.67","14,900","14,750","13,535","200,721,000","15,050","15,100","14,750","500",원(KRW),"13,198,611","194,679,512,250",
000327,노루홀딩스2우B,"17,500","350","2.04","17,450","17,200","1,348","22,934,350","16,750","17,500","16,500","500",원(KRW),"92,540","1,619,450,000",
000325,노루홀딩스우,"16,200","550","3.51","16,050","15,800","164","2,578,250","15,350","16,200","15,350","500",원(KRW),"185,250","3,001,050,000",
229500,노브메타파마,"9,850","-120","1.20","9,860","9,850","1,236","12,050,800","9,870","9,870","9,690","500",원(KRW),"7,776,000","76,593,600,000",
006280,녹십자,"166,000","1,000","0.61","166,000","165,500","22,687","3,745,163,500","163,500","166,000","163,500","5,000",원(KRW),"11,686,538","1,939,965,308,000",
144510,녹십자랩셀,"26,100","550","2.15","26,100","26,000","22,135","571,045,150","25,600","26,100","25,600","500",원(KRW),"10,554,054","275,460,809,400",
031390,녹십자셀,"29,400","100","0.34","29,400","29,350","32,321","945,797,500","29,500","29,500","29,100","500",원(KRW),"11,695,939","343,860,606,600",
142280,녹십자엠에스,"11,200","50","0.45","11,200","11,150","11,785","131,323,550","11,150","11,250","11,050","500",원(KRW),"9,560,000","107,072,000,000",
005250,녹십자홀딩스,"32,700","-300","0.91","32,700","32,600","50,226","1,642,606,650","33,000","33,150","32,450","500",원(KRW),"47,028,210","1,537,822,467,000",
005255,녹십자홀딩스1우,"24,200","200","0.83","24,250","24,200","11","264,650","23,500","24,200","23,500","500",원(KRW),"1,668,870","40,386,654,000",
005257,녹십자홀딩스2우,"23,200","-100","0.43","23,850","23,200","23","533,600","23,200","23,200","23,200","500",원(KRW),"845,990","19,626,968,000",
004370,농심,"320,500","-4,500","1.38","321,000","320,500","20,126","6,473,935,000","323,000","326,500","320,000","5,000",원(KRW),"6,082,642","1,949,486,761,000",
072710,농심홀딩스,"110,000","30","0.00","110,000","109,500","3,026","334,083,000","111,000","111,500","109,500","5,000",원(KRW),"4,637,790","510,156,900,000",
054050,농우바이오,"17,550","150","0.86","17,550","17,500","24,867","435,177,000","17,400","17,550","17,250","500",원(KRW),"14,300,000","250,965,000,000",
040160,누리텔레콤,"10,200","150","1.49","10,200","10,150","99,767","1,006,593,310","10,100","10,300","9,970","500",원(KRW),"12,055,535","122,966,457,000",
069140,누리플랜,"7,060","160","2.32","7,060","7,050","91,730","643,327,040","6,960","7,170","6,860","500",원(KRW),"4,570,271","32,266,113,260",
126870,뉴로스,"4,775","75","1.60","4,780","4,775","34,409","162,784,755","4,745","4,810","4,675","500",원(KRW),"14,191,985","67,766,728,375",
060260,뉴보텍,"3,010","530","21.37","3,015","3,010","19,186,283","57,293,103,330","2,550","3,165","2,550","500",원(KRW),"24,613,919","74,087,896,190",
012340,뉴인텍,"1,050","20","1.94","1,055","1,050","465,807","488,987,800","1,035","1,065","1,030","500",원(KRW),"49,125,160","51,581,418,000",
222040,뉴트리바이오텍,"22,700","150","0.67","22,700","22,600","109,933","2,461,494,300","22,950","22,950","22,100","500",원(KRW),"20,628,000","468,255,600,000",
144960,뉴파워프라즈마,"23,300","300","1.30","23,300","23,200","23,609","545,883,800","23,250","23,300","22,700","500",원(KRW),"8,107,472","188,904,097,600",
900100,뉴프라이드,"2,905","5","0.17","2,910","2,905","509,276","1,485,860,595","2,930","2,960","2,890","0.3",미국센트(USC),"50,135,031","145,642,265,055",
085670,뉴프렉스,"3,760","70","1.90","3,760","3,750","78,652","291,789,810","3,650","3,785","3,560","500",원(KRW),"13,484,658","50,702,314,080",
053290,능률교육,"5,480","100","1.86","5,480","5,460","81,145","439,844,340","5,320","5,480","5,320","500",원(KRW),"11,549,500","63,291,260,000",
222810,닉스테크,"2,475","70","2.91","2,475","2,460","235,232","576,753,190","2,415","2,480","2,415","100",원(KRW),"15,659,201","38,756,522,475",
119860,다나와,"7,140","70","0.99","7,140","7,100","28,368","201,341,160","7,070","7,140","7,040","500",원(KRW),"13,074,822","93,354,229,080",
064260,다날,"5,880","50","0.86","5,890","5,880","635,722","3,741,069,710","5,800","5,950","5,780","500",원(KRW),"45,387,450","266,878,206,000",
204690,다린,"5,000","30","0.00","0","4,270","0","0","0","0","0","500",원(KRW),"7,933,340","39,666,700,000",
093640,다믈멀티미디어,"3,855","-75","1.91","3,865","3,855","276,473","1,086,114,190","3,840","4,060","3,840","500",원(KRW),"6,532,676","25,183,465,980",
039560,다산네트웍스,"6,300","70","1.12","6,400","6,300","68,836","438,943,950","6,230","6,480","6,180","500",원(KRW),"21,630,258","136,270,625,400",
023590,다우기술,"20,450","-200","0.97","20,500","20,450","157,951","3,233,248,950","20,650","20,750","20,200","500",원(KRW),"44,866,617","917,522,317,650",
032190,다우데이타,"11,500","30","0.00","11,500","11,450","37,752","431,783,350","11,500","11,550","11,350","500",원(KRW),"38,300,000","440,450,000,000",
020120,다우인큐브,"2,630","10","0.38","2,630","2,615","3,236","8,563,815","2,620","2,675","2,610","500",원(KRW),"15,832,549","41,639,603,870",
068240,다원시스,"12,550","300","2.45","12,550","12,500","103,289","1,283,293,950","12,300","12,550","12,200","500",원(KRW),"24,297,142","304,929,132,100",
015590,대경기계,"774","14","1.84","775","774","1,736,126","1,334,227,863","761","786","746","500",원(KRW),"90,739,890","70,232,674,860",
019680,대교,"8,350","30","0.36","8,350","8,280","127,268","1,053,308,110","8,300","8,360","8,250","500",원(KRW),"84,702,850","707,268,797,500",
019685,대교우B,"5,080","30","0.00","5,080","5,070","4,225","21,454,050","5,090","5,100","5,070","500",원(KRW),"19,426,990","98,689,109,200",
006370,대구백화점,"13,200","30","0.00","13,350","13,200","7,525","99,949,200","13,200","13,350","13,150","5,000",원(KRW),"10,821,611","142,845,265,200",
004130,대덕GDS,"14,800","-100","0.67","14,800","14,750","91,528","1,340,815,400","14,900","14,950","14,500","500",원(KRW),"20,575,613","304,519,072,400",
004135,대덕GDS우,"7,840","70","0.90","7,850","7,780","8,308","64,896,730","7,770","7,850","7,770","500",원(KRW),"2,160,000","16,934,400,000",
008060,대덕전자,"9,500","150","1.60","9,500","9,480","121,538","1,143,977,710","9,350","9,500","9,350","500",원(KRW),"48,796,300","463,564,850,000",
178600,대동고려삼,"7,530","-870","10.36","7,530","7,140","157","1,121,430","7,140","7,530","7,140","500",원(KRW),"4,400,000","33,132,000,000",
000490,대동공업,"6,710","20","0.30","6,710","6,700","20,479","137,059,160","6,700","6,740","6,650","1,000",원(KRW),"23,728,210","159,216,289,100",
020400,대동금속,"40,500","450","1.12","40,500","39,500","451","17,883,100","39,550","40,500","38,600","5,000",원(KRW),"480,000","19,440,000,000",
008830,대동기어,"25,250","-500","1.94","25,850","25,250","9","227,250","25,250","25,250","25,250","5,000",원(KRW),"898,752","22,693,488,000",
048470,대동스틸,"4,400","95","2.21","4,400","4,395","61,227","267,510,535","4,305","4,420","4,305","500",원(KRW),"10,000,000","44,000,000,000",
008110,대동전자,"4,560","-40","0.87","4,585","4,560","631","2,877,380","4,540","4,600","4,540","500",원(KRW),"10,490,447","47,836,438,320",
004780,대륙제관,"7,190","40","0.56","7,190","7,160","23,465","168,576,500","7,180","7,240","7,080","500",원(KRW),"15,903,199","114,344,000,810",
005750,대림B&Co,"7,870","110","1.42","7,880","7,870","36,776","288,269,380","7,760","7,880","7,760","1,000",원(KRW),"16,672,240","131,210,528,800",
000210,대림산업,"81,600","-300","0.37","81,600","81,500","103,031","8,415,512,600","81,500","82,300","81,400","5,000",원(KRW),"34,800,000","2,839,680,000,000",
000215,대림산업우,"28,900","250","0.87","28,900","28,700","1,828","52,664,300","28,800","28,950","28,600","5,000",원(KRW),"3,800,000","109,820,000,000",
004440,대림씨엔에스,"17,050","150","0.89","17,100","17,050","41,859","705,802,400","16,850","17,100","16,750","1,000",원(KRW),"12,731,947","217,079,696,350",
017650,대림제지,"1,540","30","0.00","1,545","1,540","189,369","288,990,685","1,540","1,545","1,505","100",원(KRW),"45,000,000","69,300,000,000",
006570,대림통상,"6,100","-30","0.49","6,100","6,070","256","1,550,340","6,130","6,130","6,040","1,000",원(KRW),"15,225,000","92,872,500,000",
007720,대명코퍼레이션,"1,575","30","1.94","1,575","1,570","141,431","221,385,465","1,545","1,590","1,540","500",원(KRW),"100,800,450","158,760,708,750",
078140,대봉엘에스,"13,000","250","1.96","13,000","12,950","54,016","698,155,750","12,750","13,050","12,650","500",원(KRW),"11,086,579","144,125,527,000",
001680,대상,"24,200","350","1.47","24,200","24,150","100,704","2,420,450,450","23,700","24,300","23,700","1,000",원(KRW),"34,648,025","838,482,205,000",
001685,대상우,"12,050","-50","0.41","12,050","11,950","3,135","37,155,850","12,100","12,100","11,600","1,000",원(KRW),"1,370,223","16,511,187,150",
084690,대상홀딩스,"9,800","60","0.62","9,800","9,780","23,368","228,673,550","9,760","9,840","9,710","1,000",원(KRW),"36,212,538","354,882,872,400",
084695,대상홀딩스우,"6,830","-20","0.29","6,830","6,800","273","1,863,440","6,880","6,890","6,780","1,000",원(KRW),"913,482","6,239,082,060",
036480,대성미생물,"123,000","-300","0.24","123,500","123,000","918","113,204,000","123,300","125,000","121,500","5,000",원(KRW),"380,000","46,740,000,000",
128820,대성산업,"2,425","45","1.89","0","0","92,072","223,659,685","2,385","2,490","2,380","5,000",원(KRW),"24,087,955","58,413,290,875",
117580,대성에너지,"6,250","30","0.00","6,250","6,240","6,159","38,449,920","6,220","6,260","6,220","1,000",원(KRW),"27,500,000","171,875,000,000",
025440,대성엘텍,"1,210","-30","2.42","1,225","1,210","270,047","330,688,715","1,240","1,245","1,210","500",원(KRW),"99,162,148","119,986,199,080",
027830,대성창투,"2,475","45","1.85","2,480","2,475","328,021","808,773,910","2,445","2,495","2,415","500",원(KRW),"40,000,000","99,000,000,000",
104040,대성파인텍,"1,890","55","3.00","1,890","1,885","609,851","1,151,741,410","1,830","1,940","1,830","100",원(KRW),"28,203,367","53,304,363,630",
005620,대성합동지주,"39,700","500","1.28","0","0","265","10,487,400","39,700","39,900","39,150","5,000",원(KRW),"1,799,077","71,423,356,900",
016710,대성홀딩스,"8,970","-40","0.44","8,980","8,970","12,967","116,329,460","9,020","9,020","8,950","1,000",원(KRW),"16,089,459","144,322,447,230",
262830,대신밸런스제4호스팩,"2,005","30","0.00","2,010","2,000","4,000","8,020,000","2,005","2,005","2,005","100",원(KRW),"5,010,000","10,045,050,000",
020180,대신정보통신,"1,405","70","5.24","1,405","1,400","2,172,141","3,009,518,575","1,340","1,415","1,335","500",원(KRW),"38,428,915","53,992,625,575",
003540,대신증권,"12,750","250","2.00","12,800","12,750","90,274","1,147,526,700","12,600","12,800","12,550","5,000",원(KRW),"50,773,400","647,360,850,000",
003547,대신증권2우B,"7,900","190","2.46","7,910","7,900","29,345","231,968,000","7,710","8,470","7,710","5,000",원(KRW),"10,000,000","79,000,000,000",
003545,대신증권우,"8,520","90","1.07","8,530","8,520","67,047","569,112,460","8,420","8,530","8,400","5,000",원(KRW),"26,000,000","221,520,000,000",
045390,대아티아이,"2,070","20","0.98","2,070","2,065","855,414","1,765,859,500","2,050","2,080","2,050","100",원(KRW),"71,151,522","147,283,650,540",
009190,대양금속,"3,960","-10","0.25","4,010","3,960","663","2,637,655","4,060","4,060","3,940","500",원(KRW),"12,317,933","48,779,014,680",
108380,대양전기공업,"13,600","-250","1.81","13,600","13,550","14,813","201,550,800","13,700","13,950","13,500","500",원(KRW),"9,567,333","130,115,728,800",
006580,대양제지,"24,700","30","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"2,685,000","66,319,500,000",
014160,대영포장,"983","6","0.61","983","980","458,952","448,287,025","974","983","970","500",원(KRW),"106,584,898","104,772,954,734",
047040,대우건설,"7,470","160","2.19","7,470","7,460","1,455,605","10,783,369,090","7,260","7,470","7,260","5,000",원(KRW),"415,622,638","3,104,701,105,860",
009320,대우부품,"1,580","10","0.64","1,585","1,580","288,679","454,307,100","1,565","1,585","1,560","500",원(KRW),"47,646,375","75,281,272,500",
204440,대우스팩2호,"2,045","30","0.00","2,055","2,045","21,281","43,252,130","2,030","2,055","2,030","100",원(KRW),"5,750,000","11,758,750,000",
215580,대우스팩3호,"2,045","-5","0.24","2,055","2,045","20,609","42,219,180","2,045","2,065","2,040","100",원(KRW),"5,410,000","11,063,450,000",
042660,대우조선해양,"44,800","30","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"65,576,960","2,937,847,808,000",
003090,대웅,"64,300","30","0.00","0","0","0","0","0","0","0","2,500",원(KRW),"11,628,396","747,705,862,800",
069620,대웅제약,"91,700","2,000","2.23","91,800","91,700","48,757","4,471,175,300","90,000","92,400","90,000","2,500",원(KRW),"11,586,575","1,062,488,927,500",
000430,대원강업,"4,675","20","0.43","4,680","4,675","11,657","54,055,955","4,655","4,675","4,575","500",원(KRW),"62,000,000","289,850,000,000",
048910,대원미디어,"7,410","-10","0.13","7,410","7,400","124,039","912,257,380","7,390","7,430","7,270","500",원(KRW),"12,578,946","93,209,989,860",
005710,대원산업,"7,070","180","2.61","7,070","7,050","13,242","93,280,410","6,910","7,100","6,910","500",원(KRW),"20,037,600","141,665,832,000",
006340,대원전선,"1,300","30","2.36","1,305","1,300","740,433","955,786,085","1,270","1,310","1,270","500",원(KRW),"68,107,171","88,539,322,300",
006345,대원전선우,"2,915","85","3.00","2,930","2,915","33,741","97,469,560","2,800","2,985","2,785","500",원(KRW),"2,621,200","7,640,798,000",
003220,대원제약,"22,800","1,300","6.05","22,850","22,800","117,957","2,650,225,000","21,650","22,900","21,600","500",원(KRW),"18,203,175","415,032,390,000",
024890,대원화성,"2,670","-20","0.74","2,690","2,670","85,579","230,547,345","2,690","2,720","2,670","500",원(KRW),"41,249,152","110,135,235,840",
002880,대유에이텍,"1,460","30","0.00","1,470","1,460","301,503","438,769,460","1,450","1,475","1,445","500",원(KRW),"91,784,300","134,005,078,000",
071460,대유위니아,"4,310","10","0.23","4,310","4,300","43,285","185,478,790","4,300","4,350","4,220","500",원(KRW),"24,111,530","103,920,694,300",
000300,대유플러스,"1,050","30","0.00","1,060","1,050","87,904","92,645,315","1,045","1,070","1,045","500",원(KRW),"88,120,526","92,526,552,300",
120240,대정화금,"12,600","-100","0.79","12,700","12,600","12,153","154,108,450","12,650","12,900","12,550","500",원(KRW),"6,048,727","76,213,960,200",
003310,대주산업,"1,915","-20","1.03","1,920","1,915","2,950,409","5,819,735,305","1,955","2,020","1,915","500",원(KRW),"35,392,350","67,776,350,250",
114920,대주이엔티,"3,865","-430","10.01","3,855","0","400","1,464,135","3,870","3,870","3,655","500",원(KRW),"3,469,500","13,409,617,500",
078600,대주전자재료,"5,130","-110","2.10","5,150","5,130","405,556","2,088,940,150","5,240","5,300","5,070","500",원(KRW),"13,285,084","68,152,480,920",
065690,대진디엠피,"4,190","40","0.96","4,190","4,160","17,475","72,775,885","4,125","4,220","4,120","500",원(KRW),"13,864,500","58,092,255,000",
012800,대창,"1,075","-30","2.71","1,090","1,075","706,668","766,109,725","1,105","1,105","1,070","500",원(KRW),"91,140,499","97,976,036,425",
015230,대창단조,"50,500","-1,000","1.94","50,500","50,300","6,033","305,759,900","51,500","51,900","50,000","5,000",원(KRW),"2,000,000","101,000,000,000",
096350,대창솔루션,"2,295","-10","0.43","2,295","2,250","22,154","50,975,145","2,300","2,335","2,200","500",원(KRW),"11,200,000","25,704,000,000",
140520,대창스틸,"4,920","20","0.41","4,920","4,900","91,071","438,057,435","4,815","4,930","4,625","500",원(KRW),"14,566,000","71,664,720,000",
131220,대한과학,"7,110","-90","1.25","7,130","7,110","32,284","230,535,500","7,120","7,200","7,110","500",원(KRW),"7,156,281","50,881,157,910",
010170,대한광통신,"2,490","85","3.53","2,495","2,490","1,124,176","2,774,988,510","2,370","2,510","2,370","500",원(KRW),"46,962,073","116,935,561,770",
054670,대한뉴팜,"15,900","550","3.58","15,950","15,900","74,529","1,171,300,450","15,300","15,950","15,300","500",원(KRW),"14,354,920","228,243,228,000",
001070,대한방직,"90,000","1,100","1.24","90,000","89,200","2,406","215,233,200","87,100","91,000","87,100","5,000",원(KRW),"1,060,000","95,400,000,000",
023910,대한약품,"27,450","150","0.55","27,450","27,400","5,330","145,532,450","27,200","27,500","27,200","500",원(KRW),"6,000,000","164,700,000,000",
006650,대한유화,"238,500","-500","0.21","239,000","238,500","16,489","3,950,389,500","240,500","242,500","238,500","5,000",원(KRW),"6,500,000","1,550,250,000,000",
001440,대한전선,"1,715","5","0.29","1,720","1,715","843,528","1,450,906,135","1,710","1,740","1,710","500",원(KRW),"856,473,009","1,468,851,210,435",
084010,대한제강,"10,250","50","0.49","10,300","10,250","60,999","627,483,500","10,150","10,400","10,150","1,000",원(KRW),"24,646,734","252,629,023,500",
001790,대한제당,"25,350","-100","0.39","25,450","25,350","578","14,637,900","25,450","25,450","25,300","2,500",원(KRW),"8,840,002","224,094,050,700",
001799,대한제당3우B,"23,400","30","0.00","23,400","22,800","70","1,636,600","23,450","23,450","23,350","2,500",원(KRW),"129,656","3,033,950,400",
001795,대한제당우,"13,300","100","0.76","13,300","13,200","60","797,700","13,400","13,400","13,100","2,500",원(KRW),"648,276","8,622,070,800",
001130,대한제분,"173,500","-1,000","0.57","173,500","173,000","5,319","918,525,500","175,000","175,000","171,500","5,000",원(KRW),"1,690,000","293,215,000,000",
003490,대한항공,"32,800","1,950","6.32","32,800","32,750","1,689,919","54,757,102,050","31,050","32,950","31,050","5,000",원(KRW),"94,844,634","3,110,903,995,200",
003495,대한항공우,"13,750","500","3.77","13,750","13,700","7,703","105,660,700","13,300","13,850","13,300","5,000",원(KRW),"1,110,794","15,273,417,500",
005880,대한해운,"23,900","-550","2.25","23,950","23,900","206,229","4,962,729,600","24,600","24,900","23,750","5,000",원(KRW),"24,426,504","583,793,445,600",
003830,대한화섬,"105,500","2,500","2.43","105,500","103,500","165","17,524,000","105,000","108,000","103,500","5,000",원(KRW),"1,328,000","140,104,000,000",
016090,대현,"3,245","75","2.37","3,250","3,245","313,263","1,015,797,970","3,180","3,280","3,125","500",원(KRW),"45,282,310","146,941,095,950",
069460,대호에이엘,"1,630","30","0.00","1,630","1,625","88,984","144,109,250","1,610","1,640","1,605","500",원(KRW),"27,134,839","44,229,787,570",
021040,대호피앤씨,"1,000","5","0.50","1,000","999","220,902","222,279,094","1,000","1,040","992","500",원(KRW),"50,112,826","50,112,826,000",
021045,대호피앤씨우,"1,685","5","0.30","1,685","1,680","334,777","577,861,700","1,695","1,830","1,595","500",원(KRW),"4,242,466","7,148,555,210",
067080,대화제약,"20,550","350","1.73","20,550","20,500","44,459","907,875,000","20,200","20,550","20,200","500",원(KRW),"18,224,974","374,523,215,700",
192080,더블유게임즈,"58,700","4,600","8.50","58,700","58,600","526,689","30,133,155,400","54,200","59,000","54,100","500",원(KRW),"17,383,775","1,020,427,592,500",
012510,더존비즈온,"28,300","950","3.47","28,300","28,250","203,795","5,742,832,500","27,700","28,400","27,550","500",원(KRW),"29,672,700","839,737,410,000",
213420,덕산네오룩스,"38,200","750","2.00","38,200","38,050","66,725","2,539,394,700","37,450","38,800","37,000","200",원(KRW),"12,007,770","458,696,814,000",
077360,덕산하이메탈,"9,030","20","0.22","9,100","9,030","126,054","1,153,146,160","9,000","9,260","8,990","200",원(KRW),"22,718,501","205,148,064,030",
004830,덕성,"5,610","370","7.06","5,610","5,600","184,807","1,007,123,110","5,220","5,640","5,220","500",원(KRW),"15,680,000","87,964,800,000",
004835,덕성우,"2,950","60","2.08","3,020","2,950","3,073","9,176,950","2,890","3,025","2,890","500",원(KRW),"1,392,000","4,106,400,000",
090410,덕신하우징,"6,610","30","0.00","0","0","0","0","0","0","0","500",원(KRW),"8,012,000","52,959,320,000",
024900,덕양산업,"1,490","-35","2.30","1,495","1,490","99,479","148,046,925","1,500","1,530","1,475","500",원(KRW),"32,564,980","48,521,820,200",
194480,데브시스터즈,"16,550","200","1.22","16,550","16,500","25,238","410,129,400","16,250","16,550","16,000","500",원(KRW),"11,089,095","183,524,522,250",
199150,데이터스트림즈,"4,595","450","10.86","4,190","0","1","4,595","4,595","4,595","4,595","500",원(KRW),"4,079,598","18,745,752,810",
183410,데카시스템,"418","-19","4.35","418","373","2,533","1,000,558","395","418","395","500",원(KRW),"3,896,196","1,628,609,928",
017680,데코앤이,"1,015","5","0.50","1,015","1,010","948,143","960,940,100","1,015","1,035","999","500",원(KRW),"71,298,341","72,367,816,115",
206560,덱스터,"7,960","40","0.51","7,960","7,950","493,805","3,918,844,640","8,000","8,030","7,840","500",원(KRW),"21,872,309","174,103,579,640",
145720,덴티움,"39,350","1,450","3.83","39,350","39,300","41,727","1,621,799,400","37,650","39,400","37,600","500",원(KRW),"11,068,830","435,558,460,500",
008000,도레이케미칼,"19,150","30","0.00","19,150","19,100","106","2,027,400","19,150","19,150","19,100","5,000",원(KRW),"46,363,851","887,867,746,650",
